01. Ano,02. Nome País (Europa),03. Nome Região (Portugal),04. Filtro 1,05. Filtro 2,06. Filtro 3,07. Escala,08. Símbolo,09. Valor
2008,Estónia,,,,,,,3.6
2008,Finlândia,,,,,,,4.7
2008,França,,,,,,,4.2
2008,Grécia,,,,,,,22.2
2008,Hungria,,,,,,,11.6
2008,Irlanda,,,,,,,3.3
2008,Itália,,,,,,,8.3
2008,Letónia,,,,,,,8.7
2008,Lituânia,,,,,,,5.0
2008,Luxemburgo,,,,,,,3.7
2008,Malta,,,,,,,3.3
2008,Países Baixos,,,,,,,13.7
2008,Polónia,,,,,,,9.7
2008,Portugal,,,,,,,7.6
2008,Roménia,,,,,,,19.1
2008,Suécia,,,,,,Quebra de série,10.0
2009,Alemanha,,,,,,x,
2009,Áustria,,,,,,fr,8.0
2009,Bélgica,,,,,,,8.7
2009,Bulgária,,,,,,,7.0
2009,Chéquia,,,,,,,8.9
2009,Chipre,,,,,,,2.4
2009,Croácia,,,,,,x,
2009,Dinamarca,,,,,,,24.2
2009,Eslováquia,,,,,,,9.4
2009,Eslovénia,,,,,,,3.9
2009,Espanha,,,,,,,10.4
2009,Estónia,,,,,,,4.4
2009,Finlândia,,,,,,,4.4
2009,França,,,,,,,4.0
2009,Grécia,,,,,,,21.8
2009,Hungria,,,,,,,8.9
2009,Irlanda,,,,,,,4.0
2009,Itália,,,,,,,7.8
2009,Letónia,,,,,,,9.3
2009,Lituânia,,,,,,,5.6
2009,Luxemburgo,,,,,,,3.7
2009,Malta,,,,,,,2.8
2009,Países Baixos,,,,,,,13.1
2009,Polónia,,,,,,,8.2
2009,Portugal,,,,,,,6.1
2009,Roménia,,,,,,,15.4
2009,Suécia,,,,,,,10.6
2010,Alemanha,,,,,,,14.5
2010,Áustria,,,,,,fr,7.5
2010,Bélgica,,,,,,,8.9
2010,Bulgária,,,,,,,5.9
2010,Chéquia,,,,,,,9.7
2010,Chipre,,,,,,,3.1
2010,Croácia,,,,,,,14.1
2010,Dinamarca,,,,,,,21.9
2010,Eslováquia,,,,,,,7.6
2010,Eslovénia,,,,,,,4.3
2010,Espanha,,,,,,,9.7
2010,Estónia,,,,,,,6.0
2010,Finlândia,,,,,,,4.2
2010,França,,,,,,,5.1
2010,Grécia,,,,,,,18.1
2010,Hungria,,,,,,,11.3
2010,Irlanda,,,,,,,4.9
2010,Itália,,,,,,,7.7
2010,Letónia,,,,,,,9.8
2010,Lituânia,,,,,,,10.6
2010,Luxemburgo,,,,,,,4.7
2010,Malta,,,,,,,3.7
2010,Países Baixos,,,,,,,14.0
2010,Polónia,,,,,,,9.1
2010,Portugal,,,,,,,4.2
2010,Roménia,,,,,,,15.8
2010,Suécia,,,,,,,7.8
2011,Alemanha,,,,,,,16.1
2011,Áustria,,,,,,fr,7.8
2011,Bélgica,,,,,,,10.6
2011,Bulgária,,,,,,,8.7
2011,Chéquia,,,,,,,9.5
2011,Chipre,,,,,,,3.1
2011,Croácia,,,,,,,8.0
2011,Dinamarca,,,,,,Quebra de série,18.5
2011,Eslováquia,,,,,,,8.4
2011,Eslovénia,,,,,,,4.7
2011,Espanha,,,,,,,10.0
2011,Estónia,,,,,,,7.4
2011,Finlândia,,,,,,,4.4
2011,França,,,,,,,5.2
2011,Grécia,,,,,,,24.2
2011,Hungria,,,,,,,13.0
2011,Irlanda,,,,,,,6.1
2011,Itália,,,,,,,8.7
2011,Letónia,,,,,,,12.5
2011,Lituânia,,,,,,,11.1
2011,Luxemburgo,,,,,,,4.2
2011,Malta,,,,,,,3.0
2011,Países Baixos,,,,,,,14.5
2011,Polónia,,,,,,,10.2
2011,Portugal,,,,,,,7.2
2011,Roménia,,,,,,,10.5
2011,Suécia,,,,,,,9.3
2012,Alemanha,,,,,,,16.6
2012,Áustria,,,,,,,7.0
2012,Bélgica,,,,,,,11.0
2012,Bulgária,,,,,,,14.5
2012,Chéquia,,,,,,,10.0
2012,Chipre,,,,,,,3.3
2012,Croácia,,,,,,,6.8
2012,Dinamarca,,,,,,,16.7
2012,Eslováquia,,,,,,,8.4
2012,Eslovénia,,,,,,,5.2
2012,Espanha,,,,,,,10.7
2012,Estónia,,,,,,,7.9
2012,Finlândia,,,,,,,4.5
2012,França,,,,,,,5.2
2012,Grécia,,,,,,,33.1
2012,Hungria,,,,,,,14.7
2012,Irlanda,,,,,,,6.5
2012,Itália,,,,,,,8.1
2012,Letónia,,,,,,,11.2
2012,Lituânia,,,,,,,8.9
2012,Luxemburgo,,,,,,,4.9
2012,Malta,,,,,,,2.6
2012,Países Baixos,,,,,,,14.4
2012,Polónia,,,,,,,10.5
2012,Portugal,,,,,,,8.3
2012,Roménia,,,,,,,18.4
2012,Suécia,,,,,,,8.7
2013,Alemanha,,,,,,,16.4
2013,Áustria,,,,,,,7.2
2013,Bélgica,,,,,,,9.6
2013,Bulgária,,,,,,,14.3
2013,Chéquia,,,,,,,11.7
2013,Chipre,,,,,,,3.3
2013,Croácia,,,,,,,8.4
2013,Dinamarca,,,,,,,17.9
2013,Eslováquia,,,,,,,8.3
2013,Eslovénia,,,,,,,6.0
2013,Espanha,,,,,,,10.3
2013,Estónia,,,,,,,7.2
2013,Finlândia,,,,,,,4.9
2013,França,,,,,,,5.2
2013,Grécia,,,,,,,36.9
2013,Hungria,,,,,,,14.3
2013,Irlanda,,,,,,,4.6
2013,Itália,,,,,,,8.9
2013,Letónia,,,,,,,11.4
2013,Lituânia,,,,,,,8.2
2013,Luxemburgo,,,,,,,5.6
2013,Malta,,,,,,,2.5
2013,Países Baixos,,,,,,,15.7
2013,Polónia,,,,,,,10.3
2013,Portugal,,,,,,,8.3
2013,Roménia,,,,,,,16.9
2013,Suécia,,,,,,,9.0
2014,Alemanha,,,,,,,15.9
2014,Áustria,,,,,,,6.6
2014,Bélgica,,,,,,,10.4
2014,Bulgária,,,,,,,12.9
2014,Chéquia,,,,,,,10.5
2014,Chipre,,,,,,,4.0
2014,Croácia,,,,,,,7.5
2014,Dinamarca,,,,,,,15.6
2014,Eslováquia,,,,,,,9.0
2014,Eslovénia,,,,,,,6.4
2014,Espanha,,,,,,,10.9
2014,Estónia,,,,,,Quebra de série,8.3
2014,Finlândia,,,,,,,5.1
2014,França,,,,,,,5.1
2014,Grécia,,,,,,,44.9
2014,Hungria,,,,,,,12.8
2014,Irlanda,,,,,,,6.4
2014,Itália,,,,,,,8.5
2014,Letónia,,,,,,,9.6
2014,Lituânia,,,,,,,7.1
2014,Luxemburgo,,,,,,,6.8
2014,Malta,,,,,,,1.6
2014,Países Baixos,,,,,,,15.4
2014,Polónia,,,,,,,9.6
2014,Portugal,,,,,,,9.2
2014,Roménia,,,,,,,16.2
2014,Suécia,,,,,,,8.6
2015,Alemanha,,,,,,,15.6
2015,Áustria,,,,,,,6.4
2015,Bélgica,,,,,,,9.4
2015,Bulgária,,,,,,,14.8
2015,Chéquia,,,,,,,10.4
2015,Chipre,,,,,,,3.9
2015,Croácia,,,,,,,7.2
2015,Dinamarca,,,,,,,15.1
2015,Eslováquia,,,,,,,9.1
2015,Eslovénia,,,,,,,6.1
2015,Espanha,,,,,,,10.3
2015,Estónia,,,,,,,6.8
2015,Finlândia,,,,,,,4.9
2015,França,,,,,,,5.7
2015,Grécia,,,,,,,45.5
2015,Hungria,,,,,,,8.5
2015,Irlanda,,,,,,,4.7
2015,Itália,,,,,,,8.6
2015,Letónia,,,,,,,8.1
2015,Lituânia,,,,,,,9.1
2015,Luxemburgo,,,,,,,6.0
2015,Malta,,,,,,,1.1
2015,Países Baixos,,,,,,,14.9
2015,Polónia,,,,,,,8.7
2015,Portugal,,,,,,,9.1
2015,Roménia,,,,,,,15.9
2015,Suécia,,,,,,,8.7
2016,Alemanha,,,,,,,15.8
2016,Áustria,,,,,,,7.2
2016,Bélgica,,,,,,,9.8
2016,Bulgária,,,,,,Quebra de série,20.7
2016,Chéquia,,,,,,,9.5
2016,Chipre,,,,,,,3.1
2016,Croácia,,,,,,,6.4
2016,Dinamarca,,,,,,,15.1
2016,Eslováquia,,,,,,,7.7
2016,Eslovénia,,,,,,,5.7
2016,Espanha,,,,,,,10.2
2016,Estónia,,,,,,,4.9
2016,Finlândia,,,,,,,4.4
2016,França,,,,,,,5.2
2016,Grécia,,,,,,,40.5
2016,Hungria,,,,,,,8.8
2016,Irlanda,,,,,,,4.6
2016,Itália,,,,,,,9.6
2016,Letónia,,,,,,,7.0
2016,Lituânia,,,,,,,7.8
2016,Luxemburgo,,,,,,Quebra de série,7.0
2016,Malta,,,,,,,1.4
2016,Países Baixos,,,,,,Quebra de série,10.7
2016,Polónia,,,,,,,7.7
2016,Portugal,,,,,,,7.5
2016,Roménia,,,,,,,14.4
2016,Suécia,,,,,,,8.5
2017,Alemanha,,,,,,,14.5
2017,Áustria,,,,,,,7.1
2017,Bélgica,,,,,,,9.4
2017,Bulgária,,,,,,,18.9
2017,Chéquia,,,,,,,8.7
2017,Chipre,,,,,,,2.8
2017,Croácia,,,,,,,5.8
2017,Dinamarca,,,,,,,15.7
2017,Eslováquia,,,,,,,8.4
2017,Eslovénia,,,,,,,5.2
2017,Espanha,,,,,,,9.8
2017,Estónia,,,,,,,4.8
2017,Finlândia,,,,,,,4.3
2017,França,,,,,,,5.0
2017,Grécia,,,,,,,39.6
2017,Hungria,,,,,,,10.7
2017,Irlanda,,,,,,,4.5
2017,Itália,,,,,,,8.2
2017,Letónia,,,,,,,6.9
2017,Lituânia,,,,,,,7.2
2017,Luxemburgo,,,,,,,7.1
2017,Malta,,,,,,,1.4
2017,Países Baixos,,,,,,,9.4
2017,Polónia,,,,,,,6.7
2017,Portugal,,,,,,,6.7
2017,Roménia,,,,,,,12.3
2017,Suécia,,,,,,,8.4
2018,Alemanha,,,,,,,14.2
2018,Áustria,,,,,,,6.8
2018,Bélgica,,,,,,,8.9
2018,Bulgária,,,,,,,17.9
2018,Chéquia,,,,,,,7.8
2018,Chipre,,,,,,,2.0
2018,Croácia,,,,,,,5.1
2018,Dinamarca,,,,,,,14.7
2018,Eslováquia,,,,,,,4.1
2018,Eslovénia,,,,,,,4.9
2018,Espanha,,,,,,,8.9
2018,Estónia,,,,,,,4.0
2018,Finlândia,,,,,,,4.3
2018,França,,,,,,,4.7
2018,Grécia,,,,,,,39.5
2018,Hungria,,,,,,,9.6
2018,Irlanda,,,,,,,3.4
2018,Itália,,,,,,,8.2
2018,Letónia,,,,,,,6.7
2018,Lituânia,,,,,,,5.6
2018,Luxemburgo,,,,,,,9.3
2018,Malta,,,,,,,1.7
2018,Países Baixos,,,,,,,9.4
2018,Polónia,,,,,,,6.2
2018,Portugal,,,,,,,5.7
2018,Roménia,,,,,,,10.3
2018,Suécia,,,,,,,8.3
2019,Alemanha,,,,,,,13.9
2019,Áustria,,,,,,,7.0
2019,Bélgica,,,,,,Quebra de série,8.4
2019,Bulgária,,,,,,,16.0
2019,Chéquia,,,,,,,6.9
2019,Chipre,,,,,,,2.2
2019,Croácia,,,,,,,4.7
2019,Dinamarca,,,,,,,15.6
2019,Eslováquia,,,,,,,5.7
2019,Eslovénia,,,,,,,4.1
2019,Espanha,,,,,,,8.5
2019,Estónia,,,,,,,4.4
2019,Finlândia,,,,,,,4.0
2019,França,,,,,,,5.5
2019,Grécia,,,,,,,36.2
2019,Hungria,,,,,,r,3.9
2019,Irlanda,,,,,,Quebra de série,5.2
2019,Itália,,,,,,,8.7
2019,Letónia,,,,,,,5.4
2019,Lituânia,,,,,,,4.8
2019,Luxemburgo,,,,,,,10.1
2019,Malta,,,,,,,2.6
2019,Países Baixos,,,,,,,9.9
2019,Polónia,,,,,,,6.0
2019,Portugal,,,,,,,5.7
2019,Roménia,,,,,,,8.6
2019,Suécia,,,,,,,9.4
2020,Alemanha,,,,,,Quebra de série,9.0
2020,Áustria,,,,,,,6.3
2020,Bélgica,,,,,,,7.7
2020,Bulgária,,,,,,,14.4
2020,Chéquia,,,,,,,6.5
2020,Chipre,,,,,,,1.9
2020,Croácia,,,,,,,4.2
2020,Dinamarca,,,,,,Quebra de série,14.1
2020,Eslováquia,,,,,,,3.2
2020,Eslovénia,,,,,,,4.4
2020,Espanha,,,,,,,8.2
2020,Estónia,,,,,,,4.4
2020,Finlândia,,,,,,,4.1
2020,França,,,,,,Quebra de série,5.6
2020,Grécia,,,,,,,33.3
2020,Hungria,,,,,,r,3.7
2020,Irlanda,,,,,,Quebra de série,4.2
2020,Itália,,,,,,,7.2
2020,Letónia,,,,,,,4.8
2020,Lituânia,,,,,,,2.7
2020,Luxemburgo,,,,,,Quebra de série,8.5
2020,Malta,,,,,,,2.8
2020,Países Baixos,,,,,,,8.3
2020,Polónia,,,,,,Quebra de série,4.9
2020,Portugal,,,,,,,4.1
2020,Roménia,,,,,,,7.1
2020,Suécia,,,,,,,8.3
2021,Alemanha,,,,,,,11.0
2021,Áustria,,,,,,,6.1
2021,Bélgica,,,,,,,7.6
2021,Bulgária,,,,,,,11.6
2021,Chéquia,,,,,,,6.2
2021,Chipre,,,,,,,2.4
2021,Croácia,,,,,,,4.5
2021,Dinamarca,,,,,,,15.5
2021,Eslováquia,,,,,,,7.1
2021,Eslovénia,,,,,,,4.1
2021,Espanha,,,,,,,9.9
2021,Estónia,,,,,,,4.4
2021,Finlândia,,,,,,,4.3
2021,França,,,,,,x,
2021,Grécia,,,,,,,28.8
2021,Hungria,,,,,,r,2.7
2021,Irlanda,,,,,,,2.6
2021,Itália,,,,,,,7.2
2021,Letónia,,,,,,,4.9
2021,Lituânia,,,,,,,2.7
2021,Luxemburgo,,,,,,Quebra de série,5.1
2021,Malta,,,,,,,2.7
2021,Países Baixos,,,,,,,8.3
2021,Polónia,,,,,,,5.7
2021,Portugal,,,,,,,5.9
2021,Roménia,,,,,,,7.5
2021,Suécia,,,,,,,8.5
2022,Alemanha,,,,,,,11.9
2022,Áustria,,,,,,,7.4
2022,Bélgica,,,,,,,7.5
2022,Bulgária,,,,,,,15.1
2022,Chéquia,,,,,,,6.9
2022,Chipre,,,,,,,2.6
2022,Croácia,,,,,,,3.8
2022,Dinamarca,,,,,,,14.7
2022,Eslováquia,,,,,,,2.5
2022,Eslovénia,,,,,,,4.1
2022,Espanha,,,,,,,9.2
2022,Estónia,,,,,,,4.9
2022,Finlândia,,,,,,,5.4
2022,França,,,,,,Quebra de série,6.5
2022,Grécia,,,,,,,26.7
2022,Hungria,,,,,,,8.1
2022,Irlanda,,,,,,,3.7
2022,Itália,,,,,,,6.6
2022,Letónia,,,,,,,5.4
2022,Lituânia,,,,,,,3.5
2022,Luxemburgo,,,,,,Quebra de série,9.0
2022,Malta,,,,,,,2.9
2022,Países Baixos,,,,,,,10.0
2022,Polónia,,,,,,,5.6
2022,Portugal,,,,,,,5.0
2022,Roménia,,,,,,,8.5
2022,Suécia,,,,,,,9.1
2023,Alemanha,,,,,,Quebra de série,13.0
2023,Áustria,,,,,,,6.0
2023,Bélgica,,,,,,,7.8
2023,Bulgária,,,,,,,11.1
2023,Chéquia,,,,,,,9.1
2023,Chipre,,,,,,,2.6
2023,Croácia,,,,,,,4.0
2023,Dinamarca,,,,,,,15.4
2023,Eslováquia,,,,,,,5.9
2023,Eslovénia,,,,,,,3.7
2023,Espanha,,,,,,,8.2
2023,Estónia,,,,,,,7.6
2023,Finlândia,,,,,,,5.5
2023,França,,,,,,,6.5
2023,Grécia,,,,,,,28.5
2023,Hungria,,,,,,r,7.3
2023,Irlanda,,,,,,,4.7
2023,Itália,,,,,,,5.7
2023,Letónia,,,,,,,7.2
2023,Lituânia,,,,,,,5.2
2023,Luxemburgo,,,,,,Quebra de série,11.5
2023,Malta,,,,,,Quebra de série,6.0
2023,Países Baixos,,,,,,,9.3
2023,Polónia,,,,,,,5.9
2023,Portugal,,,,,,,4.9
2023,Roménia,,,,,,,9.1
2023,Suécia,,,,,,,10.9
2024,Alemanha,,,,,,,12.0
2024,Áustria,,,,,,,6.3
2024,Bélgica,,,,,,,6.7
2024,Bulgária,,,,,,,8.0
2024,Chéquia,,,,,,,9.2
2024,Chipre,,,,,,,2.4
2024,Croácia,,,,,,,3.7
2024,Dinamarca,,,,,,,14.6
2024,Eslováquia,,,,,,,6.4
2024,Eslovénia,,,,,,,3.8
2024,Espanha,,,,,,,7.8
2024,Estónia,,,,,,,8.6
2024,Finlândia,,,,,,,5.4
2024,França,,,,,,,7.0
2024,Grécia,,,,,,,28.9
2024,Hungria,,,,,,r,9.0
2024,Irlanda,,,,,,,4.5
2024,Itália,,,,,,,5.1
2024,Letónia,,,,,,,6.7
2024,Lituânia,,,,,,Pro,6.2
2024,Luxemburgo,,,,,,,8.0
2024,Malta,,,,,,,5.8
2024,Países Baixos,,,,,,,6.9
2024,Polónia,,,,,,,5.2
2024,Portugal,,,,,,,6.9
2024,Roménia,,,,,,,4.7
2024,Suécia,,,,,,,10.6
,,,,,,,,
,Indicador: Taxa de sobrecarga das despesas em habitação (%),,,,,,,
,Ultima atualização: 15.10.2025,,,,,,,
,Fonte: Base de dados do Eurostat,,,,,,,
